Well_Name	Facies	Depth	GR	ILD_log10	DeltaPHI	PHIND
NEWBY	7	2910.0	23.27	664	3.3	10.25
NEWBY	7	2910.5	29.04	627	5.5	10.85
NEWBY	7	2911.0	33.5	597	6.0	9.9
NEWBY	7	2911.5	35.92	575	7.3	8.65
NEWBY	7	2912.0	37.3	572	7.4	8.0
NEWBY	7	2912.5	37.93	587	5.0	8.9
NEWBY	7	2913.0	37.01	622	2.6	9.1
NEWBY	5	2913.5	34.72	671	0.6	8.8
NEWBY	5	2914.0	33.39	723	-1.2	7.9
NEWBY	6	2914.5	32.48	769	-1.6	6.8
NEWBY	6	2915.0	30.69	806	-1.6	6.2
NEWBY	6	2915.5	30.51	833	-0.5	5.45
NEWBY	8	2916.0	29.42	846	0.3	4.95
NEWBY	8	2916.5	30.47	842	-0.8	5.3
NEWBY	6	2917.0	32.09	822	-1.4	6.4
NEWBY	6	2917.5	32.14	0.79	-2.3	8.15
NEWBY	8	2918.0	32.99	757	-4.5	10.25
NEWBY	8	2918.5	31.58	727	-6.9	11.95
NEWBY	8	2919.0	29.07	706	-7.3	12.75
NEWBY	8	2919.5	29.97	693	-6.7	12.95
NEWBY	8	2920.0	37.44	688	-5.5	12.25
NEWBY	8	2920.5	52.59	687	-4.1	10.65
NEWBY	6	2921.0	68.18	684	-2.3	8.35
NEWBY	6	2921.5	80.25	674	-0.6	7.3
NEWBY	8	2922.0	86.51	0.65	1.8	7.9
NEWBY	8	2922.5	86.09	616	5.2	8.9
NEWBY	4	2923.0	86.09	616	5.2	8.9
NEWBY	4	2923.5	83.41	579	2.3	14.45
NEWBY	3	2924.0	84.51	545	1.3	19.65
NEWBY	3	2924.5	85.03	521	4.3	25.15
NEWBY	3	2925.0	87.36	0.5	7.2	28.7
NEWBY	2	2925.5	85.73	481	9.3	28.35
NEWBY	2	2926.0	80.2	465	7.0	24.5
NEWBY	2	2926.5	76.12	456	3.5	19.35
NEWBY	2	2927.0	74.5	467	10.2	14.1
NEWBY	2	2927.5	73.97	498	5.9	16.85
NEWBY	3	2928.0	71.24	545	5.1	20.15
NEWBY	3	2928.5	66.7	605	6.7	21.15
NEWBY	6	2929.0	66.7	605	6.7	21.15
NEWBY	6	2929.5	59.42	663	3.1	18.05
NEWBY	6	2930.0	49.0	713	-0.2	13.7
NEWBY	6	2930.5	39.46	0.76	-0.9	10.25
NEWBY	9	2931.0	32.31	816	-4.2	10.3
NEWBY	9	2931.5	26.09	886	-8.5	11.75
NEWBY	9	2932.0	22.37	0.96	-10.4	12.2
NEWBY	9	2932.5	19.97	1.01	-11.4	11.7
NEWBY	9	2933.0	18.36	1013	-11.1	10.25
NEWBY	9	2933.5	16.5	964	-8.2	7.7
NEWBY	9	2934.0	14.84	0.88	-5.0	5.7
NEWBY	9	2934.5	15.72	786	-5.6	6.4
NEWBY	8	2935.0	17.86	0.7	-6.3	8.45
NEWBY	8	2935.5	19.9	623	-7.7	11.45
NEWBY	8	2936.0	22.42	561	-9.5	14.45
NEWBY	8	2936.5	22.62	517	-10.2	16.1
NEWBY	8	2937.0	20.93	489	-9.8	16.2
NEWBY	8	2937.5	19.85	0.48	-8.9	15.65
NEWBY	8	2938.0	18.3	494	-7.7	14.65
NEWBY	6	2938.5	19.39	531	-6.7	13.35
NEWBY	6	2939.0	24.34	585	-5.0	11.2
NEWBY	6	2939.5	29.67	646	-3.2	8.4
NEWBY	6	2940.0	33.9	709	-2.2	6.3
NEWBY	6	2940.5	39.83	757	-1.5	4.95
NEWBY	6	2941.0	44.94	794	-0.4	4.7
NEWBY	4	2941.5	48.55	814	0.0	6.2
NEWBY	3	2942.0	57.21	779	3.8	8.5
NEWBY	3	2942.5	60.19	732	3.8	9.0
NEWBY	3	2943.0	60.63	684	4.0	9.4
NEWBY	3	2943.5	64.74	645	-2.3	14.75
NEWBY	3	2944.0	72.79	623	-2.9	18.95
NEWBY	3	2944.5	78.41	614	-1.7	22.15
NEWBY	3	2945.0	83.39	607	-0.9	21.65
NEWBY	3	2945.5	82.25	0.6	1.9	17.85
NEWBY	3	2946.0	75.88	592	7.3	12.25
NEWBY	2	2946.5	72.24	589	2.9	12.45
NEWBY	2	2947.0	67.99	589	3.5	11.95
NEWBY	3	2947.5	65.41	0.59	3.9	11.45
NEWBY	3	2948.0	64.93	588	3.3	10.65
NEWBY	2	2948.5	61.87	579	1.8	11.1
NEWBY	2	2949.0	59.81	565	3.9	10.85
NEWBY	2	2949.5	60.59	547	5.0	11.6
NEWBY	2	2950.0	65.68	529	6.1	11.75
NEWBY	2	2950.5	73.12	519	7.0	12.1
NEWBY	2	2951.0	77.69	0.52	8.5	12.85
NEWBY	3	2951.5	77.23	537	10.0	13.9
NEWBY	3	2952.0	72.51	567	11.2	14.1
NEWBY	3	2952.5	59.53	605	10.2	13.3
NEWBY	5	2953.0	59.53	605	10.2	13.3
NEWBY	8	2953.5	46.1	644	6.5	12.45
NEWBY	8	2954.0	34.9	0.68	2.6	8.5
NEWBY	8	2954.5	27.06	711	-0.4	6.7
NEWBY	8	2955.0	23.8	724	0.1	6.05
NEWBY	8	2955.5	23.73	714	2.1	5.95
NEWBY	8	2956.0	25.3	677	3.7	6.85
NEWBY	8	2956.5	30.73	627	4.7	8.05
NEWBY	5	2957.0	40.11	583	5.2	9.8
NEWBY	9	2957.5	51.02	553	3.6	12.3
NEWBY	3	2958.0	59.94	533	4.1	14.55
NEWBY	3	2958.5	66.64	521	5.9	14.85
NEWBY	2	2959.0	67.56	512	3.2	12.7
NEWBY	2	2959.5	64.7	512	2.3	10.55
NEWBY	2	2960.0	62.96	522	2.2	9.5
NEWBY	2	2960.5	63.92	544	2.4	9.7
NEWBY	3	2961.0	66.19	569	3.1	10.35
NEWBY	2	2961.5	67.73	591	4.9	10.75
NEWBY	2	2962.0	69.53	603	6.0	11.4
NEWBY	2	2962.5	69.57	609	6.2	11.5
NEWBY	2	2963.0	66.4	606	4.5	10.65
NEWBY	2	2963.5	63.73	602	2.7	9.65
NEWBY	2	2964.0	61.19	598	2.3	8.85
NEWBY	2	2964.5	61.34	593	2.2	8.8
NEWBY	2	2965.0	63.16	587	2.2	9.5
NEWBY	2	2965.5	67.6	581	2.7	10.05
NEWBY	2	2966.0	72.68	579	3.6	10.8
NEWBY	2	2966.5	76.58	587	6.5	11.35
NEWBY	3	2967.0	76.67	605	7.8	13.5
NEWBY	3	2967.5	72.12	629	8.8	15.1
NEWBY	8	2968.0	60.07	656	7.7	13.75
NEWBY	8	2968.5	48.91	681	4.9	10.65
NEWBY	8	2969.0	39.4	708	5.4	7.3
NEWBY	8	2969.5	33.8	736	1.6	7.7
NEWBY	6	2970.0	34.66	757	1.5	7.75
NEWBY	6	2970.5	36.28	766	2.6	6.4
NEWBY	6	2971.0	34.45	753	2.9	5.75
NEWBY	6	2971.5	30.67	0.72	2.7	6.25
NEWBY	5	2972.0	26.59	668	4.6	6.5
NEWBY	5	2972.5	23.77	609	5.5	6.35
NEWBY	6	2973.0	25.2	0.55	4.9	6.65
NEWBY	6	2973.5	29.99	0.5	5.3	7.25
NEWBY	4	2974.0	37.46	461	6.1	8.85
NEWBY	2	2974.5	47.6	433	7.8	11.5
NEWBY	2	2975.0	57.5	0.41	9.3	14.95
NEWBY	3	2975.5	68.77	389	9.4	19.0
NEWBY	3	2976.0	80.03	373	9.8	20.6
NEWBY	3	2976.5	84.28	358	9.0	21.8
NEWBY	3	2977.0	85.4	346	11.2	20.9
NEWBY	3	2977.5	88.92	338	12.6	19.9
NEWBY	3	2978.0	89.45	336	13.2	19.8
NEWBY	3	2978.5	90.91	342	12.9	20.05
NEWBY	3	2979.0	97.24	356	14.2	20.1
NEWBY	3	2979.5	100.16	382	13.0	21.7
NEWBY	3	2980.0	100.42	0.42	13.8	23.0
NEWBY	3	2980.5	94.18	464	11.8	22.9
NEWBY	3	2981.0	94.18	464	11.8	22.9
NEWBY	8	2981.5	81.3	513	8.4	20.6
NEWBY	8	2982.0	64.21	571	3.4	15.0
NEWBY	8	2982.5	48.35	639	2.5	9.95
NEWBY	8	2983.0	36.53	0.72	1.3	7.95
NEWBY	8	2983.5	33.58	797	3.1	6.95
NEWBY	6	2984.0	34.97	866	2.9	6.95
NEWBY	6	2984.5	37.31	917	2.8	6.2
NEWBY	5	2985.0	38.17	944	2.7	5.35
NEWBY	5	2985.5	38.05	957	2.8	4.7
NEWBY	5	2986.0	35.15	957	2.1	4.15
NEWBY	5	2986.5	32.92	947	1.4	3.1
NEWBY	5	2987.0	30.87	927	0.8	2.6
NEWBY	6	2987.5	30.25	894	-0.4	3.3
NEWBY	6	2988.0	31.22	846	-1.4	5.5
NEWBY	6	2988.5	34.06	0.78	-1.9	7.95
NEWBY	6	2989.0	35.49	704	-2.8	9.8
NEWBY	6	2989.5	36.73	617	-3.2	10.7
NEWBY	9	2990.0	37.54	542	-4.8	12.2
NEWBY	9	2990.5	35.97	0.48	-5.7	14.35
NEWBY	9	2991.0	35.91	433	-6.2	16.4
NEWBY	9	2991.5	36.21	396	-7.0	17.3
NEWBY	9	2992.0	34.79	371	-7.1	17.45
NEWBY	9	2992.5	34.92	358	-7.1	17.75
NEWBY	9	2993.0	35.83	358	-6.2	17.6
NEWBY	9	2993.5	35.65	367	-4.9	16.65
NEWBY	9	2994.0	37.74	375	-5.3	15.95
NEWBY	9	2994.5	41.79	377	-5.0	14.9
NEWBY	9	2995.0	46.41	369	-5.1	14.35
NEWBY	9	2995.5	51.44	356	-6.1	14.95
NEWBY	9	2996.0	54.21	344	-5.8	16.1
NEWBY	9	2996.5	52.96	0.34	-5.3	17.45
NEWBY	9	2997.0	50.39	346	-4.2	18.3
NEWBY	9	2997.5	50.0	0.36	-3.7	17.55
NEWBY	9	2998.0	60.82	384	-3.8	15.2
NEWBY	9	2998.5	99.31	418	-3.4	11.6
NEWBY	6	2999.0	166.94	464	-2.5	8.25
NEWBY	6	2999.5	235.25	526	-0.1	5.85
NEWBY	6	3000.0	285.47	599	3.0	4.6
NEWBY	6	3000.5	305.87	666	4.4	4.8
NEWBY	6	3001.0	291.37	703	4.9	5.05
NEWBY	6	3001.5	252.41	0.7	4.2	5.9
NEWBY	8	3002.0	208.53	669	0.3	10.15
NEWBY	5	3002.5	169.07	631	-0.2	15.0
NEWBY	3	3003.0	136.52	594	2.5	17.75
NEWBY	3	3003.5	108.53	561	6.2	20.7
NEWBY	3	3004.0	89.16	533	10.4	19.6
NEWBY	3	3004.5	80.39	513	13.5	18.25
NEWBY	3	3005.0	78.07	501	14.3	18.05
NEWBY	3	3005.5	76.31	496	13.7	18.35
NEWBY	3	3006.0	72.35	497	13.2	18.6
NEWBY	3	3006.5	74.77	504	11.8	19.3
NEWBY	3	3007.0	75.05	515	11.5	19.55
NEWBY	3	3007.5	71.98	529	10.5	19.35
NEWBY	3	3008.0	71.05	542	10.4	17.9
NEWBY	3	3008.5	68.96	549	10.7	15.75
NEWBY	2	3009.0	64.84	554	10.6	13.6
NEWBY	2	3009.5	65.22	558	10.6	12.6
NEWBY	2	3010.0	66.6	565	10.8	13.5
NEWBY	2	3010.5	68.59	574	12.4	14.6
NEWBY	2	3011.0	73.44	585	12.6	16.7
NEWBY	2	3011.5	76.76	595	14.4	16.7
NEWBY	2	3012.0	78.76	603	14.2	16.6
NEWBY	2	3012.5	80.33	607	12.5	16.15
NEWBY	2	3013.0	77.14	613	9.8	15.7
NEWBY	2	3013.5	71.91	621	9.5	13.95
NEWBY	2	3014.0	68.44	631	8.8	13.0
NEWBY	2	3014.5	64.99	0.64	10.6	11.3
NEWBY	2	3015.0	64.47	643	8.6	12.1
NEWBY	2	3015.5	64.96	632	9.1	12.15
NEWBY	2	3016.0	66.29	609	9.9	12.55
NEWBY	2	3016.5	67.6	577	10.4	12.8
NEWBY	2	3017.0	67.43	545	8.0	15.8
NEWBY	2	3017.5	68.87	0.52	5.8	19.5
NEWBY	2	3018.0	73.88	502	6.1	21.45
NEWBY	2	3018.5	77.89	0.49	6.5	23.15
NEWBY	2	3019.0	83.49	484	6.3	23.15
NEWBY	2	3019.5	87.98	484	9.9	21.65
NEWBY	2	3020.0	86.45	497	9.5	21.25
NEWBY	2	3020.5	86.29	521	10.3	19.95
NEWBY	2	3021.0	82.18	565	14.1	17.95
NEWBY	2	3021.5	77.07	621	8.9	20.65
NEWBY	2	3022.0	72.45	689	8.5	21.65
NEWBY	2	3022.5	63.1	753	4.9	20.55
NEWBY	2	3023.0	49.23	806	-1.4	15.3
NEWBY	8	3023.5	37.7	852	0.8	9.0
NEWBY	8	3024.0	26.37	0.89	2.4	6.1
NEWBY	6	3024.5	19.57	916	0.6	7.0
NEWBY	6	3025.0	17.32	916	0.4	7.0
NEWBY	6	3025.5	17.09	891	0.2	6.1
NEWBY	6	3026.0	19.53	856	-0.1	5.75
NEWBY	6	3026.5	25.62	826	0.7	6.25
NEWBY	6	3027.0	33.05	808	2.5	7.85
NEWBY	6	3027.5	42.69	796	5.2	9.9
NEWBY	6	3028.0	47.37	786	6.1	10.75
NEWBY	6	3028.5	47.9	781	6.0	9.9
NEWBY	6	3029.0	45.19	787	4.5	8.95
NEWBY	6	3029.5	40.54	812	3.5	8.55
NEWBY	6	3030.0	38.91	851	2.7	8.45
NEWBY	6	3030.5	39.62	898	2.2	8.1
NEWBY	6	3031.0	38.84	936	2.7	6.85
NEWBY	6	3031.5	37.8	961	1.0	6.0
NEWBY	6	3032.0	35.03	979	0.2	5.1
NEWBY	6	3032.5	33.44	999	-0.3	4.95
NEWBY	6	3033.0	36.21	1024	0.1	5.75
NEWBY	6	3033.5	40.89	1.05	1.4	6.8
NEWBY	6	3034.0	43.3	1063	2.6	7.4
NEWBY	6	3034.5	43.27	1.06	1.9	7.05
NEWBY	6	3035.0	38.84	1048	0.3	5.45
NEWBY	6	3035.5	35.26	1.04	-1.0	4.6
NEWBY	6	3036.0	31.52	1039	-1.0	4.4
NEWBY	6	3036.5	34.32	1042	0.4	4.7
NEWBY	6	3037.0	37.35	1043	1.5	5.65
NEWBY	6	3037.5	39.69	1035	2.4	6.4
NEWBY	6	3038.0	43.08	1024	2.1	7.05
NEWBY	6	3038.5	46.27	1015	1.5	7.15
NEWBY	6	3039.0	47.77	1009	1.0	7.4
NEWBY	6	3039.5	49.96	1008	0.3	7.45
NEWBY	6	3040.0	51.09	1008	1.3	6.65
NEWBY	6	3040.5	50.21	1007	1.6	5.7
NEWBY	6	3041.0	50.4	1003	2.0	5.5
NEWBY	6	3041.5	50.99	994	3.1	5.75
NEWBY	6	3042.0	49.18	973	3.4	6.6
NEWBY	6	3042.5	48.64	0.94	4.1	6.85
NEWBY	6	3043.0	47.11	909	3.9	7.25
NEWBY	6	3043.5	48.61	889	2.9	7.85
NEWBY	4	3044.0	55.32	888	3.0	8.3
NEWBY	4	3044.5	60.5	907	4.2	9.0
NEWBY	6	3045.0	69.16	939	6.3	9.45
NEWBY	6	3045.5	77.53	979	6.6	8.0
NEWBY	6	3046.0	76.88	1022	4.3	6.15
NEWBY	9	3046.5	70.4	1064	2.4	4.0
NEWBY	9	3047.0	63.2	1101	1.4	2.4
NEWBY	9	3047.5	53.89	1118	-0.4	2.3
NEWBY	9	3048.0	56.2	1107	-1.2	2.7
NEWBY	6	3048.5	78.23	1074	-0.4	3.1
NEWBY	6	3049.0	112.92	1022	-0.8	5.1
NEWBY	6	3049.5	144.15	963	0.4	7.7
NEWBY	4	3050.0	157.21	899	4.1	9.95
NEWBY	5	3050.5	152.6	839	5.6	11.4
NEWBY	4	3051.0	140.93	792	6.1	12.25
NEWBY	4	3051.5	122.45	761	6.6	13.3
NEWBY	4	3052.0	110.67	748	7.5	15.15
NEWBY	4	3052.5	108.85	754	7.3	15.85
NEWBY	4	3053.0	105.74	775	8.5	16.05
NEWBY	4	3053.5	100.04	803	9.5	16.85
NEWBY	4	3054.0	92.64	828	9.5	16.05
NEWBY	6	3054.5	80.47	841	6.8	12.5
NEWBY	6	3055.0	66.94	838	4.0	8.0
NEWBY	6	3055.5	54.06	823	1.9	5.45
NEWBY	6	3056.0	47.87	797	0.7	4.85
NEWBY	6	3056.5	49.34	763	2.3	4.85
NEWBY	8	3057.0	59.88	721	3.2	7.2
